[32mModel Training completed successfully in time 12.48909616470337![0m

{'mse': np.float64(1.2840476956157316), 'rmse': np.float64(1.1331582835666567), 'r2': np.float64(-0.28404769561406407)}
{'mse': np.float64(1.2741581119507988), 'rmse': np.float64(1.1287861232097065), 'r2': np.float64(-0.2741581119491441)}
{'mse': np.float64(1.2646098075864352), 'rmse': np.float64(1.124548712856155), 'r2': np.float64(-0.2646098075847929)}
{'mse': np.float64(1.255397385183158), 'rmse': np.float64(1.1204451727698048), 'r2': np.float64(-0.25539738518152744)}
{'mse': np.float64(1.246514646527046), 'rmse': np.float64(1.1164742032519364), 'r2': np.float64(-0.24651464652542732)}
{'mse': np.float64(1.237954712378671), 'rmse': np.float64(1.1126341323088516), 'r2': np.float64(-0.23795471237706312)}
{'mse': np.float64(1.2297101345620498), 'rmse': np.float64(1.1089229615090717), 'r2': np.float64(-0.22971013456045264)}
{'mse': np.float64(1.2217729998588749), 'rmse': np.float64(1.1053384096551042), 'r2': np.float64(-0.22177299985728816)}
{'mse': np.float64(1.2141350254880776), 'rmse': np.float64(1.1018779539894958), 'r2': np.float64(-0.21413502548650065)}
{'mse': np.float64(1.2067876461325793), 'rmse': np.float64(1.0985388687400093), 'r2': np.float64(-0.20678764613101186)}
{'mse': np.float64(1.1997220926252097), 'rmse': np.float64(1.095318260883662), 'r2': np.float64(-0.1997220926236516)}
{'mse': np.float64(1.192929462526443), 'rmse': np.float64(1.0922131030739575), 'r2': np.float64(-0.19292946252489362)}
{'mse': np.float64(1.1864007829204708), 'rmse': np.float64(1.0892202637301929), 'r2': np.float64(-0.1864007829189298)}
{'mse': np.float64(1.1801270658261032), 'rmse': np.float64(1.086336534332756), 'r2': np.float64(-0.1801270658245706)}
{'mse': np.float64(1.174099356668159), 'rmse': np.float64(1.0835586540045532), 'r2': np.float64(-0.17409935666663423)}
{'mse': np.float64(1.1683087762862776), 'rmse': np.float64(1.0808833314869268), 'r2': np.float64(-0.16830877628476038)}
