[32mModel Training completed successfully in time 12.48909616470337![0m

{'mse': np.float64(1.1627465569744528), 'rmse': np.float64(1.0783072646395613), 'r2': np.float64(-0.1627465569729427)}
{'mse': np.float64(1.157404073048588), 'rmse': np.float64(1.0758271576087806), 'r2': np.float64(-0.1574040730470847)}
{'mse': np.float64(1.1522728664335362), 'rmse': np.float64(1.0734397358182415), 'r2': np.float64(-0.15227286643203963)}
{'mse': np.float64(1.1473446677474985), 'rmse': np.float64(1.0711417589411303), 'r2': np.float64(-0.1473446677460084)}
{'mse': np.float64(1.1426114133422303), 'rmse': np.float64(1.0689300320143644), 'r2': np.float64(-0.14261141334074634)}
{'mse': np.float64(1.138065258733877), 'rmse': np.float64(1.0668014148537097), 'r2': np.float64(-0.13806525873239894)}
{'mse': np.float64(1.1336985888327482), 'rmse': np.float64(1.0647528299247428), 'r2': np.float64(-0.13369858883127606)}
{'mse': np.float64(1.1295040253521158), 'rmse': np.float64(1.062781268818808), 'r2': np.float64(-0.12950402535064898)}
{'mse': np.float64(1.1254744317471075), 'rmse': np.float64(1.0608837974760041), 'r2': np.float64(-0.125474431745646)}
{'mse': np.float64(1.1216029160056613), 'rmse': np.float64(1.0590575602891759), 'r2': np.float64(-0.12160291600420448)}
{'mse': np.float64(1.1178828315849283), 'rmse': np.float64(1.0572997832142634), 'r2': np.float64(-0.11788283158347634)}
{'mse': np.float64(1.114307776758854), 'rmse': np.float64(1.0556077760034046), 'r2': np.float64(-0.11430777675740678)}
{'mse': np.float64(1.1108715926162818), 'rmse': np.float64(1.0539789336681649), 'r2': np.float64(-0.11087159261483914)}
{'mse': np.float64(1.1075683599239938), 'rmse': np.float64(1.0524107372713345), 'r2': np.float64(-0.10756835992255542)}
{'mse': np.float64(1.1043923950458021), 'rmse': np.float64(1.0509007541370412), 'r2': np.float64(-0.10439239504436792)}
{'mse': np.float64(1.101338245087159), 'rmse': np.float64(1.049446637560557), 'r2': np.float64(-0.10133824508572853)}
{'mse': np.float64(1.0984006824148576), 'rmse': np.float64(1.048046126091241), 'r2': np.float64(-0.09840068241343114)}
{'mse': np.float64(1.0955746986831432), 'rmse': np.float64(1.0466970424545696), 'r2': np.float64(-0.0955746986817203)}
{'mse': np.float64(1.092855498480982), 'rmse': np.float64(1.0453972921722066), 'r2': np.float64(-0.09285549847956265)}
{'mse': np.float64(1.0902384927002196), 'rmse': np.float64(1.0441448619325862), 'r2': np.float64(-0.09023849269880357)}
{'mse': np.float64(1.087719291710843), 'rmse': np.float64(1.0429378177584907), 'r2': np.float64(-0.08771929170943027)}
{'mse': np.float64(1.0852936984174388), 'rmse': np.float64(1.041774303012624), 'r2': np.float64(-0.08529369841602952)}
{'mse': np.float64(1.082957701260137), 'rmse': np.float64(1.0406525362771846), 'r2': np.float64(-0.08295770125873059)}
{'mse': np.float64(1.080707467213704), 'rmse': np.float64(1.0395708091388984), 'r2': np.float64(-0.08070746721230049)}
{'mse': np.float64(1.0785393348299424), 'rmse': np.float64(1.0385274839068739), 'r2': np.float64(-0.0785393348285417)}
{'mse': np.float64(1.0764498073610596), 'rmse': np.float64(1.037520991286952), 'r2': np.float64(-0.07644980735966156)}
{'mse': np.float64(1.0744355459950576), 'rmse': np.float64(1.036549828032911), 'r2': np.float64(-0.07443554599366209)}
{'mse': np.float64(1.072493363228449), 'rmse': np.float64(1.0356125545919426), 'r2': np.float64(-0.07249336322705613)}
{'mse': np.float64(1.0706202163965612), 'rmse': np.float64(1.0347077927591737), 'r2': np.float64(-0.0706202163951708)}
{'mse': np.float64(1.068813201377341), 'rmse': np.float64(1.0338342233536966), 'r2': np.float64(-0.06881320137595304)}
{'mse': np.float64(1.0670695464807844), 'rmse': np.float64(1.032990583926487), 'r2': np.float64(-0.06706954647939845)}
{'mse': np.float64(1.065386606532895), 'rmse': np.float64(1.0321756665088047), 'r2': np.float64(-0.06538660653151118)}
{'mse': np.float64(1.0637618571602747), 'rmse': np.float64(1.0313883154080594), 'r2': np.float64(-0.06376185715889315)}
{'mse': np.float64(1.062192889279096), 'rmse': np.float64(1.0306274250567447), 'r2': np.float64(-0.06219288927771638)}
{'mse': np.float64(1.0606774037902018), 'rmse': np.float64(1.0298919379188294), 'r2': np.float64(-0.06067740378882425)}
{'mse': np.float64(1.0592132064803927), 'rmse': np.float64(1.0291808424569477), 'r2': np.float64(-0.059213206479016955)}
{'mse': np.float64(1.0577982031285589), 'rmse': np.float64(1.0284931711628225), 'r2': np.float64(-0.05779820312718509)}
{'mse': np.float64(1.0564303948141465), 'rmse': np.float64(1.0278279986525696), 'r2': np.float64(-0.056430394812774454)}
{'mse': np.float64(1.0551078734245036), 'rmse': np.float64(1.0271844398278742), 'r2': np.float64(-0.05510787342313339)}
{'mse': np.float64(1.0538288173568888), 'rmse': np.float64(1.0265616481034585), 'r2': np.float64(-0.053828817355520364)}
{'mse': np.float64(1.0525914874102935), 'rmse': np.float64(1.0259588137007711), 'r2': np.float64(-0.052591487408926385)}
{'mse': np.float64(1.0513942228617983), 'rmse': np.float64(1.0253751620074472), 'r2': np.float64(-0.051394222860432714)}
{'mse': np.float64(1.0502354377217809), 'rmse': np.float64(1.0248099520017264), 'r2': np.float64(-0.05023543772041683)}
{'mse': np.float64(1.049113617162077), 'rmse': np.float64(1.0242624747407654), 'r2': np.float64(-0.049113617160714496)}
{'mse': np.float64(1.0480273141110052), 'rmse': np.float64(1.0237320519115367), 'r2': np.float64(-0.048027314109644115)}
{'mse': np.float64(1.04697514600907), 'rmse': np.float64(1.0232180344428405), 'r2': np.float64(-0.046975146007710133)}
{'mse': np.float64(1.0459557917191233), 'rmse': np.float64(1.0227198011768048), 'r2': np.float64(-0.04595579171776487)}
{'mse': np.float64(1.0449679885847794), 'rmse': np.float64(1.0222367575981501), 'r2': np.float64(-0.044967988583422214)}
{'mse': np.float64(1.04401052963092), 'rmse': np.float64(1.0217683346194086), 'r2': np.float64(-0.04401052962956409)}
{'mse': np.float64(1.043082260900224), 'rmse': np.float64(1.021313987420237), 'r2': np.float64(-0.04308226089886924)}
{'mse': np.float64(1.0421820789197729), 'rmse': np.float64(1.020873194338931), 'r2': np.float64(-0.0421820789184193)}
{'mse': np.float64(1.0413089282919086), 'rmse': np.float64(1.0204454558142284), 'r2': np.float64(-0.0413089282905561)}
{'mse': np.float64(1.040461799403689), 'rmse': np.float64(1.0200302933754903), 'r2': np.float64(-0.04046179940233774)}
{'mse': np.float64(1.0396397262494503), 'rmse': np.float64(1.0196272486793643), 'r2': np.float64(-0.039639726248100304)}
{'mse': np.float64(1.0388417843611453), 'rmse': np.float64(1.0192358825910444), 'r2': np.float64(-0.038841784359795906)}
{'mse': np.float64(1.0380670888413508), 'rmse': np.float64(1.0188557743082927), 'r2': np.float64(-0.03806708884000276)}
{'mse': np.float64(1.0373147924939827), 'rmse': np.float64(1.0184865205264049), 'r2': np.float64(-0.037314792492635585)}
{'mse': np.float64(1.036584084047971), 'rmse': np.float64(1.0181277346423536), 'r2': np.float64(-0.03658408404662472)}
{'mse': np.float64(1.0358741864693417), 'rmse': np.float64(1.0177790459963998), 'r2': np.float64(-0.03587418646799634)}
{'mse': np.float64(1.0351843553573232), 'rmse': np.float64(1.0174400991494896), 'r2': np.float64(-0.03518435535597897)}
{'mse': np.float64(1.0345138774203075), 'rmse': np.float64(1.017110553194837), 'r2': np.float64(-0.034513877418963945)}
{'mse': np.float64(1.0338620690276534), 'rmse': np.float64(1.0167900811021189), 'r2': np.float64(-0.033862069026310726)}
{'mse': np.float64(1.0332282748335293), 'rmse': np.float64(1.0164783690927857), 'r2': np.float64(-0.033228274832187266)}
{'mse': np.float64(1.0326118664691377), 'rmse': np.float64(1.0161751160450336), 'r2': np.float64(-0.03261186646779657)}
{'mse': np.float64(1.0320122412998691), 'rmse': np.float64(1.0158800329270525), 'r2': np.float64(-0.032012241298528865)}
{'mse': np.float64(1.0314288212440612), 'rmse': np.float64(1.0155928422572016), 'r2': np.float64(-0.031428821242721616)}
{'mse': np.float64(1.0308610516502317), 'rmse': np.float64(1.0153132775898441), 'r2': np.float64(-0.030861051648892968)}
{'mse': np.float64(1.0303084002297882), 'rmse': np.float64(1.0150410830256025), 'r2': np.float64(-0.03030840022845016)}
{'mse': np.float64(1.0297703560423677), 'rmse': np.float64(1.0147760127448655), 'r2': np.float64(-0.029770356041030288)}
{'mse': np.float64(1.0292464285311156), 'rmse': np.float64(1.0145178305634237), 'r2': np.float64(-0.02924642852977888)}
{'mse': np.float64(1.0287361466053242), 'rmse': np.float64(1.0142663095091566), 'r2': np.float64(-0.028736146603988155)}
{'mse': np.float64(1.0282390577680085), 'rmse': np.float64(1.014021231418755), 'r2': np.float64(-0.028239057766673126)}
{'mse': np.float64(1.0277547272861036), 'rmse': np.float64(1.0137823865534967), 'r2': np.float64(-0.027754727284768688)}
{'mse': np.float64(1.0272827374010869), 'rmse': np.float64(1.0135495732331432), 'r2': np.float64(-0.02728273739975262)}
{'mse': np.float64(1.0268226865779593), 'rmse': np.float64(1.0133225974870783), 'r2': np.float64(-0.026822686576625676)}
{'mse': np.float64(1.0263741887906015), 'rmse': np.float64(1.0131012727218347), 'r2': np.float64(-0.02637418878926856)}
{'mse': np.float64(1.025936872841647), 'rmse': np.float64(1.0128854194042123), 'r2': np.float64(-0.02593687284031443)}
{'mse': np.float64(1.0255103817150952), 'rmse': np.float64(1.0126748647592154), 'r2': np.float64(-0.025510381713763408)}
{'mse': np.float64(1.0250943719599939), 'rmse': np.float64(1.01246944248209), 'r2': np.float64(-0.025094371958662487)}
{'mse': np.float64(1.0246885131035932), 'rmse': np.float64(1.0122689924637587), 'r2': np.float64(-0.0246885131022625)}
{'mse': np.float64(1.0242924870924757), 'rmse': np.float64(1.0120733605290062), 'r2': np.float64(-0.0242924870911454)}
{'mse': np.float64(1.0239059877602252), 'rmse': np.float64(1.011882398186778), 'r2': np.float64(-0.02390598775889541)}
{'mse': np.float64(1.0235287203202934), 'rmse': np.float64(1.011695962392009), 'r2': np.float64(-0.023528720318964247)}
{'mse': np.float64(1.0231604008827808), 'rmse': np.float64(1.0115139153184107), 'r2': np.float64(-0.023160400881452103)}
[32mMetrics logged successfully to Weights and Biases![0m
